"title","fiscal_year","n","median_base","median_total_comp","real_median_total","total_ot_paid","mean_ot_paid","median_ot_hours","ot_share_of_pay","pct_with_ot","suppressed"
"DEPUTY EXECUTIVE DIRECTOR OF FINANCIAL OPERATIONS",2016,1,,,,0,,,,,TRUE
"DEPUTY EXECUTIVE DIRECTOR OF FINANCIAL OPERATIONS",2017,1,,,,0,,,,,TRUE
"DEPUTY EXECUTIVE DIRECTOR OF FINANCIAL OPERATIONS",2018,1,,,,0,,,,,TRUE
"DEPUTY EXECUTIVE DIRECTOR OF FINANCIAL OPERATIONS",2019,1,,,,0,,,,,TRUE
"DEPUTY EXECUTIVE DIRECTOR OF FINANCIAL OPERATIONS",2020,1,,,,0,,,,,TRUE
"DEPUTY EXECUTIVE DIRECTOR OF FINANCIAL OPERATIONS",2021,1,,,,0,,,,,TRUE
"DEPUTY EXECUTIVE DIRECTOR OF FINANCIAL OPERATIONS",2022,1,,,,0,,,,,TRUE
"DEPUTY EXECUTIVE DIRECTOR OF FINANCIAL OPERATIONS",2023,1,,,,0,,,,,TRUE
"DEPUTY EXECUTIVE DIRECTOR OF FINANCIAL OPERATIONS",2024,1,,,,0,,,,,TRUE
"DEPUTY EXECUTIVE DIRECTOR OF FINANCIAL OPERATIONS",2025,1,,,,0,,,,,TRUE
"DEPUTY GENERAL COUNSEL",2014,6,,,,0,,,,,TRUE
"DEPUTY GENERAL COUNSEL",2015,6,,,,0,,,,,TRUE
"DEPUTY GENERAL COUNSEL",2016,6,,,,0,,,,,TRUE
"DEPUTY GENERAL COUNSEL",2017,7,,,,0,,,,,TRUE
"DEPUTY GENERAL COUNSEL",2018,8,,,,0,,,,,TRUE
"DEPUTY GENERAL COUNSEL",2019,9,,,,0,,,,,TRUE
"DEPUTY GENERAL COUNSEL",2020,9,,,,0,,,,,TRUE
"DEPUTY GENERAL COUNSEL",2021,9,,,,0,,,,,TRUE
"DEPUTY GENERAL COUNSEL",2022,6,,,,0,,,,,TRUE
"DEPUTY GENERAL COUNSEL",2023,5,,,,0,,,,,TRUE
"DEPUTY GENERAL COUNSEL",2024,6,,,,0,,,,,TRUE
"DEPUTY GENERAL COUNSEL",2025,5,,,,0,,,,,TRUE
"DEPUTY INSPECTOR GENERAL",2014,20,,,,0,,,,,TRUE
"DEPUTY INSPECTOR GENERAL",2015,23,,,,10.54,,,,,TRUE
"DEPUTY INSPECTOR GENERAL",2016,25,,,,16212.34,,,,,TRUE
"DEPUTY INSPECTOR GENERAL",2017,28,,,,4077.6,,,,,TRUE
"DEPUTY INSPECTOR GENERAL",2018,29,,,,9575.27,,,,,TRUE
"DEPUTY INSPECTOR GENERAL",2019,36,107796.5,105195.375,129875.741313921,3411.88,94.7744444444444,0,0.000909965806085489,0.138888888888889,FALSE
"DEPUTY INSPECTOR GENERAL",2020,39,110647,107519.1,130438.385855152,3156.56,80.9374358974359,0,0.000753586565788208,0.0256410256410256,FALSE
"DEPUTY INSPECTOR GENERAL",2021,37,110647,107164.46,127379.089875008,2396.72,64.7762162162162,0,0.000594123222676445,0.0540540540540541,FALSE
"DEPUTY INSPECTOR GENERAL",2022,35,110000,109698.68,124126.05457366,786.14,22.4611428571429,0,0.000204844509327072,0.0285714285714286,FALSE
"DEPUTY INSPECTOR GENERAL",2023,33,110000,109509.5,117687.143158472,16376.1,496.245454545455,0,0.00437046062241294,0.212121212121212,FALSE
"DEPUTY INSPECTOR GENERAL",2024,35,124534,133752.83,138974.61767934,18520.71,529.163142857143,0,0.00380148467942895,0.342857142857143,FALSE
"DEPUTY INSPECTOR GENERAL",2025,33,127830,124422.75,124422.75,36906.2,1118.3696969697,0,0.00828980133052724,0.0303030303030303,FALSE
"DEPUTY MAYOR",2014,3,,,,0,,,,,TRUE
"DEPUTY MAYOR",2015,3,,,,0,,,,,TRUE
"DEPUTY MAYOR",2016,3,,,,0,,,,,TRUE
"DEPUTY MAYOR",2017,3,,,,0,,,,,TRUE
"DEPUTY MAYOR",2018,4,,,,0,,,,,TRUE
"DEPUTY MAYOR",2019,4,,,,0,,,,,TRUE
"DEPUTY MAYOR",2020,5,,,,0,,,,,TRUE
"DEPUTY MAYOR",2021,5,,,,0,,,,,TRUE
"DEPUTY MAYOR",2022,5,,,,0,,,,,TRUE
"DEPUTY MAYOR",2023,5,,,,0,,,,,TRUE
"DEPUTY MAYOR",2024,6,,,,0,,,,,TRUE
"DEPUTY MAYOR",2025,6,,,,0,,,,,TRUE
"DEPUTY OPERATION SUPPORT MANAGER",2014,2,,,,0,,,,,TRUE
"DEPUTY OPERATION SUPPORT MANAGER",2015,2,,,,0,,,,,TRUE
"DEPUTY OPERATION SUPPORT MANAGER",2016,2,,,,0,,,,,TRUE
"DEPUTY OPERATION SUPPORT MANAGER",2017,2,,,,0,,,,,TRUE
"DEPUTY OPERATION SUPPORT MANAGER",2018,2,,,,0,,,,,TRUE
"DEPUTY OPERATION SUPPORT MANAGER",2019,2,,,,0,,,,,TRUE
"DEPUTY OPERATION SUPPORT MANAGER",2020,2,,,,0,,,,,TRUE
"DEPUTY OPERATION SUPPORT MANAGER",2021,2,,,,0,,,,,TRUE
"DEPUTY OPERATION SUPPORT MANAGER",2022,1,,,,0,,,,,TRUE
"DEPUTY OPERATION SUPPORT MANAGER",2023,1,,,,0,,,,,TRUE
"DEPUTY PUBLIC ADMINISTATOR",2014,5,,,,0,,,,,TRUE
"DEPUTY PUBLIC ADMINISTATOR",2015,5,,,,228.57,,,,,TRUE
"DEPUTY PUBLIC ADMINISTATOR",2016,5,,,,457.14,,,,,TRUE
"DEPUTY PUBLIC ADMINISTATOR",2017,5,,,,0,,,,,TRUE
"DEPUTY PUBLIC ADMINISTATOR",2018,5,,,,0,,,,,TRUE
"DEPUTY PUBLIC ADMINISTATOR",2019,5,,,,0,,,,,TRUE
"DEPUTY PUBLIC ADMINISTATOR",2020,5,,,,1096.77,,,,,TRUE
"DEPUTY PUBLIC ADMINISTATOR",2021,5,,,,0,,,,,TRUE
"DEPUTY PUBLIC ADMINISTATOR",2022,5,,,,0,,,,,TRUE
"DEPUTY PUBLIC ADMINISTATOR",2023,5,,,,0,,,,,TRUE
"DEPUTY PUBLIC ADMINISTATOR",2024,5,,,,0,,,,,TRUE
"DEPUTY PUBLIC ADMINISTATOR",2025,4,,,,0,,,,,TRUE
"DEPUTY REGIONAL SUPERINTENDENT",2014,3,,,,0,,,,,TRUE
"DEPUTY REGIONAL SUPERINTENDENT",2015,3,,,,0,,,,,TRUE
"DEPUTY REGIONAL SUPERINTENDENT",2016,3,,,,0,,,,,TRUE
"DEPUTY REGIONAL SUPERINTENDENT",2017,3,,,,0,,,,,TRUE
"DEPUTY REGIONAL SUPERINTENDENT",2018,3,,,,0,,,,,TRUE
"DEPUTY REGIONAL SUPERINTENDENT",2019,3,,,,0,,,,,TRUE
"DEPUTY REGIONAL SUPERINTENDENT",2020,1,,,,0,,,,,TRUE
"DEPUTY REGIONAL SUPERINTENDENT",2021,1,,,,0,,,,,TRUE
"DEPUTY REGIONAL SUPERINTENDENT",2022,1,,,,0,,,,,TRUE
"DEPUTY SUPERINTENDENT",2014,1,,,,0,,,,,TRUE
"DEPUTY SUPERINTENDENT",2015,4,,,,289.6,,,,,TRUE
"DEPUTY SUPERINTENDENT",2016,3,,,,0,,,,,TRUE
"DEPUTY SUPERINTENDENT",2017,5,,,,0,,,,,TRUE
"DEPUTY SUPERINTENDENT",2018,7,,,,0,,,,,TRUE
"DEPUTY SUPERINTENDENT",2019,6,,,,0,,,,,TRUE
"DEPUTY SUPERINTENDENT",2020,2,,,,0,,,,,TRUE
"DEPUTY SUPERINTENDENT",2021,2,,,,0,,,,,TRUE
"DEPUTY SUPERINTENDENT",2022,2,,,,0,,,,,TRUE
"DEPUTY SUPERINTENDENT",2023,2,,,,0,,,,,TRUE
"DEPUTY SUPERINTENDENT",2024,2,,,,0,,,,,TRUE
"DEPUTY UNIT CHIEF",2014,1,,,,0,,,,,TRUE
"DEPUTY UNIT CHIEF",2015,2,,,,0,,,,,TRUE
"DEPUTY UNIT CHIEF",2016,1,,,,0,,,,,TRUE
"DEPUTY UNIT CHIEF",2017,1,,,,0,,,,,TRUE
"DEPUTY UNIT CHIEF",2019,1,,,,0,,,,,TRUE
"DEPUTY UNIT CHIEF",2020,1,,,,0,,,,,TRUE
"DEPUTY UNIT CHIEF",2021,1,,,,0,,,,,TRUE
"DEPUTY UNIT CHIEF",2022,1,,,,0,,,,,TRUE
"DEPUTY UNIT CHIEF",2023,1,,,,0,,,,,TRUE
"DIETARY AIDE",2014,9,,,,46762.96,,,,,TRUE
"DIETARY AIDE",2015,9,,,,40581.04,,,,,TRUE
"DIETARY AIDE",2016,6,,,,43172.2,,,,,TRUE
"DIETARY AIDE",2017,8,,,,14467.48,,,,,TRUE
"DIETARY AIDE",2018,9,,,,5594.75,,,,,TRUE
"DIETARY AIDE",2019,6,,,,13195.49,,,,,TRUE
"DIETARY AIDE",2020,6,,,,7286.21,,,,,TRUE
"DIETARY AIDE",2021,4,,,,10235.95,,,,,TRUE
"DIETARY AIDE",2022,5,,,,9347.61,,,,,TRUE
"DIETARY AIDE",2023,2,,,,12226.66,,,,,TRUE
"DIETARY AIDE",2024,4,,,,15304.77,,,,,TRUE
"DIETARY AIDE",2025,3,,,,1856.79,,,,,TRUE
"DIETITIAN",2014,11,,,,180.69,,,,,TRUE
"DIETITIAN",2015,12,,,,202.25,,,,,TRUE
"DIETITIAN",2016,12,,,,56.43,,,,,TRUE
"DIETITIAN",2017,12,,,,0,,,,,TRUE
"DIETITIAN",2018,10,,,,0,,,,,TRUE
"DIETITIAN",2019,9,,,,0,,,,,TRUE
"DIETITIAN",2020,9,,,,33.63,,,,,TRUE
"DIETITIAN",2021,9,,,,0,,,,,TRUE
"DIETITIAN",2022,8,,,,1.81,,,,,TRUE
"DIETITIAN",2023,5,,,,0,,,,,TRUE
"DIETITIAN",2024,5,,,,0,,,,,TRUE
"DIETITIAN",2025,5,,,,0,,,,,TRUE
"DIR OF ADMINISTRATION WORKER S COMP BENEFITS",2014,1,,,,0,,,,,TRUE
"DIR OF ADMINISTRATION WORKER S COMP BENEFITS",2015,1,,,,0,,,,,TRUE
"DIR OF ADMINISTRATION WORKER S COMP BENEFITS",2016,1,,,,0,,,,,TRUE
"DIR OF ADMINISTRATION WORKER S COMP BENEFITS",2017,1,,,,0,,,,,TRUE
"DIR OF ADMINISTRATION WORKER S COMP BENEFITS",2018,1,,,,0,,,,,TRUE
"DIR OF ADMINISTRATION WORKER S COMP BENEFITS",2019,1,,,,0,,,,,TRUE
"DIR OF ADMINISTRATION WORKER S COMP BENEFITS",2020,1,,,,0,,,,,TRUE
"DIR OF ADMINISTRATION WORKER S COMP BENEFITS",2021,1,,,,0,,,,,TRUE
"DIR OF ADMINISTRATION WORKER S COMP BENEFITS",2022,1,,,,0,,,,,TRUE
"DIR OF ADMINISTRATION WORKER S COMP BENEFITS",2023,1,,,,0,,,,,TRUE
"DIR OF ADMINISTRATION WORKER S COMP BENEFITS",2024,1,,,,0,,,,,TRUE
"DIR OF ADMINISTRATION WORKER S COMP BENEFITS",2025,1,,,,0,,,,,TRUE
"DIR OF AUDIT & PROG ANALYSIS",2014,1,,,,0,,,,,TRUE
"DIR OF AUDIT & PROG ANALYSIS",2015,1,,,,0,,,,,TRUE
"DIR OF AUDIT & PROG ANALYSIS",2016,1,,,,0,,,,,TRUE
"DIR OF AUDIT & PROG ANALYSIS",2017,1,,,,0,,,,,TRUE
"DIR OF AUDIT & PROG ANALYSIS",2018,1,,,,0,,,,,TRUE
"DIR OF CONTRACT MGMT & INTERGOVERNMENTAL RELATIONS",2020,1,,,,0,,,,,TRUE
"DIR OF CONTRACT MGMT & INTERGOVERNMENTAL RELATIONS",2021,1,,,,0,,,,,TRUE
"DIR OF CONTRACT MGMT & INTERGOVERNMENTAL RELATIONS",2022,1,,,,0,,,,,TRUE
"DIR OF CONTRACT MGMT & INTERGOVERNMENTAL RELATIONS",2023,1,,,,0,,,,,TRUE
"DIR OF CONTRACT MGMT & INTERGOVERNMENTAL RELATIONS",2024,1,,,,0,,,,,TRUE
"DIR OF CONTRACT MGMT & INTERGOVERNMENTAL RELATIONS",2025,1,,,,0,,,,,TRUE
"DIR OF FISCAL AFFAIRS",2014,1,,,,0,,,,,TRUE
"DIR OF FISCAL AFFAIRS",2015,1,,,,0,,,,,TRUE
"DIR OF HEALTHCARE FACILITIES AND PROVIDER READINESS",2017,1,,,,0,,,,,TRUE
"DIR OF HEALTHCARE FACILITIES AND PROVIDER READINESS",2021,1,,,,6729.95,,,,,TRUE
"DIR OF HEALTHCARE FACILITIES AND PROVIDER READINESS",2022,1,,,,0,,,,,TRUE
"DIR OF HEALTHCARE FACILITIES AND PROVIDER READINESS",2023,1,,,,0,,,,,TRUE
"DIR OF HEALTHCARE FACILITIES AND PROVIDER READINESS",2024,1,,,,0,,,,,TRUE
"DIR OF HEALTHCARE FACILITIES AND PROVIDER READINESS",2025,1,,,,0,,,,,TRUE
"DIR OF HOME CARE SERVICES/FAMILY AND ADULT SERVICES",2014,1,,,,0,,,,,TRUE
"DIR OF HOME CARE SERVICES/FAMILY AND ADULT SERVICES",2015,1,,,,0,,,,,TRUE
"DIR OF HOME CARE SERVICES/FAMILY AND ADULT SERVICES",2016,1,,,,0,,,,,TRUE
"DIR OF HOME CARE SERVICES/FAMILY AND ADULT SERVICES",2017,1,,,,0,,,,,TRUE
"DIR OF HOME CARE SERVICES/FAMILY AND ADULT SERVICES",2018,1,,,,0,,,,,TRUE
"DIR OF HOME CARE SERVICES/FAMILY AND ADULT SERVICES",2019,1,,,,0,,,,,TRUE
"DIR OF HOME CARE SERVICES/FAMILY AND ADULT SERVICES",2020,1,,,,0,,,,,TRUE
"DIR OF HOME CARE SERVICES/FAMILY AND ADULT SERVICES",2021,1,,,,0,,,,,TRUE
"DIR OF HOME CARE SERVICES/FAMILY AND ADULT SERVICES",2022,1,,,,0,,,,,TRUE
"DIR OF HOME CARE SERVICES/FAMILY AND ADULT SERVICES",2023,1,,,,0,,,,,TRUE
"DIR OF HOME CARE SERVICES/FAMILY AND ADULT SERVICES",2024,1,,,,0,,,,,TRUE
"DIR OF HOME CARE SERVICES/FAMILY AND ADULT SERVICES",2025,1,,,,0,,,,,TRUE
"DIR OF INVESTIGATIVE ACCTNG AND ECONOMIC CRIMES INVSTNGS",2024,1,,,,0,,,,,TRUE
"DIR OF INVESTIGATIVE ACCTNG AND ECONOMIC CRIMES INVSTNGS",2025,1,,,,0,,,,,TRUE
"DIR OF MATERIALS MANAGEMENT",2016,1,,,,0,,,,,TRUE
"DIR OF MGNT SYSTEM PLANNING RESEARCH AND EVAL",2016,1,,,,0,,,,,TRUE
"DIR OF MGNT SYSTEM PLANNING RESEARCH AND EVAL",2017,1,,,,0,,,,,TRUE
"DIR OF MGNT SYSTEM PLANNING RESEARCH AND EVAL",2018,1,,,,0,,,,,TRUE
"DIR OF MGNT SYSTEM PLANNING RESEARCH AND EVAL",2019,1,,,,0,,,,,TRUE
"DIR OF MGNT SYSTEM PLANNING RESEARCH AND EVAL",2020,1,,,,0,,,,,TRUE
"DIR OF MGNT SYSTEM PLANNING RESEARCH AND EVAL",2021,1,,,,0,,,,,TRUE
"DIR OF MGNT SYSTEM PLANNING RESEARCH AND EVAL",2022,1,,,,0,,,,,TRUE
"DIR OF MGNT SYSTEM PLANNING RESEARCH AND EVAL",2023,1,,,,0,,,,,TRUE
"DIR OF MGNT SYSTEM PLANNING RESEARCH AND EVAL",2024,1,,,,0,,,,,TRUE
"DIR OF MGNT SYSTEM PLANNING RESEARCH AND EVAL",2025,1,,,,0,,,,,TRUE
"DIR OF OPERATIONS",2015,2,,,,0,,,,,TRUE
"DIR OF PERSONNEL & LABOR RELS",2015,1,,,,0,,,,,TRUE
"DIR OF PERSONNEL & LABOR RELS",2016,1,,,,0,,,,,TRUE
"DIR OF QUALITY & COST CONTROL",2017,1,,,,0,,,,,TRUE
"DIR OF QUALITY & COST CONTROL",2018,1,,,,0,,,,,TRUE
"DIR OF QUALITY & COST CONTROL",2019,1,,,,0,,,,,TRUE
"DIR OF QUALITY & COST CONTROL",2020,1,,,,0,,,,,TRUE
"DIR OF QUALITY & COST CONTROL",2021,1,,,,0,,,,,TRUE
"DIR OF QUALITY & COST CONTROL",2022,1,,,,0,,,,,TRUE
"DIR OF QUALITY & COST CONTROL",2023,1,,,,0,,,,,TRUE
"DIR OF QUALITY & COST CONTROL",2024,1,,,,0,,,,,TRUE
"DIR OF QUALITY & COST CONTROL",2025,1,,,,0,,,,,TRUE
"DIR POLICY ECONOM RESRCH",2014,1,,,,0,,,,,TRUE
"DIR POLICY ECONOM RESRCH",2017,1,,,,0,,,,,TRUE
"DIR POLICY ECONOM RESRCH",2018,1,,,,0,,,,,TRUE
"DIR POLICY ECONOM RESRCH",2020,1,,,,0,,,,,TRUE
"DIR POLICY ECONOM RESRCH",2022,1,,,,0,,,,,TRUE
"DIR POLICY ECONOM RESRCH",2023,1,,,,0,,,,,TRUE
"DIR POLICY ECONOM RESRCH",2024,1,,,,0,,,,,TRUE
"DIR POLICY ECONOM RESRCH",2025,1,,,,0,,,,,TRUE
"DIRECTOR",2014,10,,,,0,,,,,TRUE
"DIRECTOR",2015,12,,,,0,,,,,TRUE
"DIRECTOR",2016,28,,,,0,,,,,TRUE
"DIRECTOR",2017,32,128781.5,130199.83,166504.051780197,0,0,0,0,0,FALSE
"DIRECTOR",2018,33,134635,134409.47,168885.681824554,0,0,0,0,0,FALSE
"DIRECTOR",2019,31,142780,153447.06,189447.974019217,0,0,0,0,0,FALSE
"DIRECTOR",2020,33,149275,158656.75,192476.782032442,0,0,0,0,0,FALSE
"DIRECTOR",2021,32,149275,159634.005,189746.061987364,0,0,0,0,0,FALSE
"DIRECTOR",2022,21,,,,0,,,,,TRUE
"DIRECTOR",2023,21,,,,0,,,,,TRUE
"DIRECTOR",2024,18,,,,0,,,,,TRUE
"DIRECTOR",2025,17,,,,0,,,,,TRUE
"DIRECTOR BOROUGH IMPROVEMENT BOARD",2021,1,,,,0,,,,,TRUE
"DIRECTOR BOROUGH IMPROVEMENT BOARD",2022,1,,,,0,,,,,TRUE
"DIRECTOR BOROUGH PRESIDENT S OFFICE OF ADMINISTRATION QUEENS",2015,1,,,,0,,,,,TRUE
"DIRECTOR BOROUGH PRESIDENT S OFFICE OF ADMINISTRATION QUEENS",2016,1,,,,0,,,,,TRUE
"DIRECTOR BOROUGH PRESIDENT S OFFICE OF ADMINISTRATION QUEENS",2017,1,,,,0,,,,,TRUE
"DIRECTOR BOROUGH PRESIDENT S OFFICE OF ADMINISTRATION QUEENS",2018,1,,,,0,,,,,TRUE
"DIRECTOR BOROUGH PRESIDENT S OFFICE OF ADMINISTRATION QUEENS",2019,1,,,,0,,,,,TRUE
"DIRECTOR BOROUGH PRESIDENT S OFFICE OF ADMINISTRATION QUEENS",2020,1,,,,0,,,,,TRUE
"DIRECTOR BUREAU OF WEIGHTS AND MEASURES",2018,1,,,,1093.5,,,,,TRUE
"DIRECTOR BUREAU OF WEIGHTS AND MEASURES",2019,1,,,,20.95,,,,,TRUE
"DIRECTOR BUREAU OF WEIGHTS AND MEASURES",2025,1,,,,0,,,,,TRUE
"DIRECTOR CITYWIDE OCCUPATIONAL SAFETY & HEALTH PROGRAM",2014,1,,,,0,,,,,TRUE
"DIRECTOR CITYWIDE OCCUPATIONAL SAFETY & HEALTH PROGRAM",2015,1,,,,0,,,,,TRUE
"DIRECTOR CITYWIDE OCCUPATIONAL SAFETY & HEALTH PROGRAM",2016,1,,,,0,,,,,TRUE
"DIRECTOR CITYWIDE OCCUPATIONAL SAFETY & HEALTH PROGRAM",2017,1,,,,0,,,,,TRUE
"DIRECTOR CITYWIDE OCCUPATIONAL SAFETY & HEALTH PROGRAM",2018,1,,,,0,,,,,TRUE
"DIRECTOR CITYWIDE OCCUPATIONAL SAFETY & HEALTH PROGRAM",2019,1,,,,0,,,,,TRUE
"DIRECTOR CITYWIDE OCCUPATIONAL SAFETY & HEALTH PROGRAM",2020,1,,,,0,,,,,TRUE
"DIRECTOR CITYWIDE OCCUPATIONAL SAFETY & HEALTH PROGRAM",2021,1,,,,0,,,,,TRUE
"DIRECTOR CITYWIDE OCCUPATIONAL SAFETY & HEALTH PROGRAM",2022,1,,,,0,,,,,TRUE
"DIRECTOR CITYWIDE OCCUPATIONAL SAFETY & HEALTH PROGRAM",2023,1,,,,0,,,,,TRUE
"DIRECTOR CITYWIDE OCCUPATIONAL SAFETY & HEALTH PROGRAM",2024,1,,,,0,,,,,TRUE
"DIRECTOR CITYWIDE OCCUPATIONAL SAFETY & HEALTH PROGRAM",2025,1,,,,0,,,,,TRUE
"DIRECTOR CORRESPONDENCE SERVICES",2014,1,,,,0,,,,,TRUE
"DIRECTOR CORRESPONDENCE SERVICES",2015,1,,,,0,,,,,TRUE
"DIRECTOR CORRESPONDENCE SERVICES",2016,1,,,,0,,,,,TRUE
"DIRECTOR CRIMINAL JUSTICE DATA SHARE AND INFO SERVICES",2024,5,,,,0.14,,,,,TRUE
"DIRECTOR CRIMINAL JUSTICE DATA SHARE AND INFO SERVICES",2025,5,,,,0,,,,,TRUE
"DIRECTOR DATA PROCESSING COORDINATION",2014,1,,,,0,,,,,TRUE
"DIRECTOR EMPLOYEE ASSISTANCE PROGRAM",2014,2,,,,0,,,,,TRUE
"DIRECTOR EMPLOYEE ASSISTANCE PROGRAM",2015,1,,,,0,,,,,TRUE
"DIRECTOR EMPLOYEE ASSISTANCE PROGRAM",2016,1,,,,0,,,,,TRUE
"DIRECTOR EMPLOYEE MANAGEMENT DIVISION",2014,1,,,,0,,,,,TRUE
"DIRECTOR EMPLOYEE MANAGEMENT DIVISION",2015,1,,,,0,,,,,TRUE
"DIRECTOR EMPLOYEE MANAGEMENT DIVISION",2017,1,,,,0,,,,,TRUE
"DIRECTOR EMPLOYEE MANAGEMENT DIVISION",2018,1,,,,0,,,,,TRUE
"DIRECTOR EMPLOYEE MANAGEMENT DIVISION",2021,1,,,,0,,,,,TRUE
"DIRECTOR EMPLOYEE MANAGEMENT DIVISION",2023,1,,,,0,,,,,TRUE
"DIRECTOR EMPLOYEE MANAGEMENT DIVISION",2024,1,,,,0,,,,,TRUE
"DIRECTOR EMPLOYEE MANAGEMENT DIVISION",2025,1,,,,0,,,,,TRUE
"DIRECTOR ENERGY MANAGEMENT STRATEGY",2023,3,,,,11988.19,,,,,TRUE
"DIRECTOR ENERGY MANAGEMENT STRATEGY",2024,5,,,,923.91,,,,,TRUE
"DIRECTOR ENERGY MANAGEMENT STRATEGY",2025,4,,,,0,,,,,TRUE
"DIRECTOR FOR EQUAL EMPLOYEMENT OPPORTUNITY",2019,1,,,,0,,,,,TRUE
"DIRECTOR FOR EQUAL EMPLOYEMENT OPPORTUNITY",2020,1,,,,0,,,,,TRUE
"DIRECTOR FOR EQUAL EMPLOYMENT OPPORTUNITY",2014,1,,,,0,,,,,TRUE
"DIRECTOR FOR EQUAL EMPLOYMENT OPPORTUNITY",2015,1,,,,0,,,,,TRUE
"DIRECTOR FOR EQUAL EMPLOYMENT OPPORTUNITY",2016,1,,,,0,,,,,TRUE
"DIRECTOR FOR EQUAL EMPLOYMENT OPPORTUNITY",2021,1,,,,0,,,,,TRUE
"DIRECTOR FOR EQUAL EMPLOYMENT OPPORTUNITY",2022,1,,,,0,,,,,TRUE
"DIRECTOR LEGAL DIVISION/GEN COUNSEL& SPEC COUNSEL",2014,1,,,,0,,,,,TRUE
"DIRECTOR LEGAL DIVISION/GEN COUNSEL& SPEC COUNSEL",2015,1,,,,0,,,,,TRUE
"DIRECTOR LEGAL DIVISION/GEN COUNSEL& SPEC COUNSEL",2016,1,,,,0,,,,,TRUE
"DIRECTOR LEGAL DIVISION/GEN COUNSEL& SPEC COUNSEL",2017,1,,,,0,,,,,TRUE
"DIRECTOR LEGAL DIVISION/GEN COUNSEL& SPEC COUNSEL",2018,1,,,,0,,,,,TRUE
"DIRECTOR LEGAL DIVISION/GEN COUNSEL& SPEC COUNSEL",2019,1,,,,0,,,,,TRUE
"DIRECTOR LEGAL DIVISION/GEN COUNSEL& SPEC COUNSEL",2020,1,,,,0,,,,,TRUE
"DIRECTOR LEGAL DIVISION/GEN COUNSEL& SPEC COUNSEL",2021,1,,,,0,,,,,TRUE
"DIRECTOR LEGAL DIVISION/GEN COUNSEL& SPEC COUNSEL",2022,1,,,,0,,,,,TRUE
"DIRECTOR LEGAL DIVISION/GEN COUNSEL& SPEC COUNSEL",2023,1,,,,0,,,,,TRUE
"DIRECTOR LEGAL DIVISION/GEN COUNSEL& SPEC COUNSEL",2024,1,,,,0,,,,,TRUE
"DIRECTOR LEGAL DIVISION/GEN COUNSEL& SPEC COUNSEL",2025,1,,,,0,,,,,TRUE
"DIRECTOR MANAGEMENT INFORMATION SYSTEMS",2014,1,,,,0,,,,,TRUE
"DIRECTOR MANAGEMENT INFORMATION SYSTEMS",2015,1,,,,0,,,,,TRUE
"DIRECTOR MANAGEMENT INFORMATION SYSTEMS",2016,1,,,,0,,,,,TRUE
"DIRECTOR MANAGEMENT INFORMATION SYSTEMS",2017,1,,,,0,,,,,TRUE
"DIRECTOR MANAGEMENT INFORMATION SYSTEMS",2018,1,,,,0,,,,,TRUE
"DIRECTOR MANAGEMENT INFORMATION SYSTEMS",2021,1,,,,0,,,,,TRUE
"DIRECTOR MANAGEMENT INFORMATION SYSTEMS",2023,1,,,,965.89,,,,,TRUE
"DIRECTOR MANAGEMENT INFORMATION SYSTEMS",2024,1,,,,0,,,,,TRUE
"DIRECTOR NYC ART COMMISSION",2015,1,,,,0,,,,,TRUE
"DIRECTOR NYC LOFT BOARD",2014,1,,,,0,,,,,TRUE
"DIRECTOR NYC LOFT BOARD",2015,1,,,,0,,,,,TRUE
"DIRECTOR NYC LOFT BOARD",2016,1,,,,0,,,,,TRUE
"DIRECTOR OF ADMIN",2014,1,,,,0,,,,,TRUE
"DIRECTOR OF ADMIN",2015,2,,,,0,,,,,TRUE
"DIRECTOR OF ADMIN",2016,2,,,,0,,,,,TRUE
"DIRECTOR OF ADMIN",2017,1,,,,0,,,,,TRUE
"DIRECTOR OF ADMIN",2018,1,,,,0,,,,,TRUE
"DIRECTOR OF ADMIN",2019,1,,,,0,,,,,TRUE
"DIRECTOR OF ADMIN",2020,1,,,,0,,,,,TRUE
"DIRECTOR OF ADMIN",2021,1,,,,0,,,,,TRUE
"DIRECTOR OF ADMIN",2022,1,,,,0,,,,,TRUE
"DIRECTOR OF ADMIN",2023,1,,,,0,,,,,TRUE
"DIRECTOR OF ADMIN",2024,1,,,,0,,,,,TRUE
"DIRECTOR OF ADMIN",2025,1,,,,0,,,,,TRUE
"DIRECTOR OF ADMINISTRATION",2014,1,,,,0,,,,,TRUE
"DIRECTOR OF ADMINISTRATION",2015,2,,,,0,,,,,TRUE
"DIRECTOR OF ADMINISTRATION",2016,2,,,,0,,,,,TRUE
"DIRECTOR OF ADMINISTRATION",2017,2,,,,0,,,,,TRUE
"DIRECTOR OF ADMINISTRATION",2018,2,,,,0,,,,,TRUE
"DIRECTOR OF ADMINISTRATION",2019,1,,,,0,,,,,TRUE
"DIRECTOR OF ADMINISTRATION",2023,2,,,,0,,,,,TRUE
"DIRECTOR OF ADMINISTRATION",2024,3,,,,0,,,,,TRUE
"DIRECTOR OF ADMINISTRATION",2025,3,,,,0,,,,,TRUE
"DIRECTOR OF ADVOCACY",2019,1,,,,0,,,,,TRUE
"DIRECTOR OF ADVOCACY",2020,1,,,,0,,,,,TRUE
"DIRECTOR OF ADVOCACY",2021,1,,,,0,,,,,TRUE
