"pay_basis","title","fiscal_year","n","median_rate","real_median_rate","median_hours","median_gross","real_median_gross","pct_substantial","suppressed"
"per Day","PLUMBER",2023,384,398.02,427.742220719983,1820,120143.1,129114.8093015,0.932291666666667,FALSE
"per Day","PLUMBER",2024,385,422.31,438.797226138408,1820,112171.78,116551.031031725,0.992207792207792,FALSE
"per Day","PLUMBER",2025,384,434.98,434.98,1820,112676.69,112676.69,0.971354166666667,FALSE
"per Day","PLUMBER S HELPER",2014,145,235.2,309.34524281596,1825,61152,80429.7631321496,0.931034482758621,FALSE
"per Day","PLUMBER S HELPER",2015,150,253.05,331.21826050351,1825,61152,80042.1223723005,0.986666666666667,FALSE
"per Day","PLUMBER S HELPER",2016,116,253.05,329.31689191449,1830,77535.685,100904.211802651,0.879310344827586,FALSE
"per Day","PLUMBER S HELPER",2017,99,253.05,323.609103813567,1825,65793,84138.3669915275,0.848484848484849,FALSE
"per Day","PLUMBER S HELPER",2018,101,253.05,317.957669096556,1825,65793,82668.9939651045,0.99009900990099,FALSE
"per Day","PLUMBER S HELPER",2019,95,258.65,319.333055192262,1825,67666.2,83541.6755432076,0.88421052631579,FALSE
"per Day","PLUMBER S HELPER",2020,110,258.65,313.785071688983,1820,67249,81584.1186391356,0.872727272727273,FALSE
"per Day","PLUMBER S HELPER",2021,111,258.65,307.439626870426,1820,67249,79934.3029863109,0.918918918918919,FALSE
"per Day","PLUMBER S HELPER",2022,129,258.65,292.667186291369,1785,66148.07,74847.7460873941,0.72093023255814,FALSE
"per Day","PLUMBER S HELPER",2023,168,278.53,299.329281787691,1743,69214.785,74383.4124982567,0.833333333333333,FALSE
"per Day","PLUMBER S HELPER",2024,188,295.47,307.005319332044,1820,77939.47,80982.2718919696,0.792553191489362,FALSE
"per Day","PLUMBER S HELPER",2025,192,304.36,304.36,1820,78884.68,78884.68,0.916666666666667,FALSE
"per Day","PRINCIPAL",2015,1,,,,,,,TRUE
"per Day","PRINTING PRESS OPERATOR",2014,21,,,,,,,TRUE
"per Day","PRINTING PRESS OPERATOR",2015,22,,,,,,,TRUE
"per Day","PRINTING PRESS OPERATOR",2016,24,,,,,,,TRUE
"per Day","PRINTING PRESS OPERATOR",2017,21,,,,,,,TRUE
"per Day","PRINTING PRESS OPERATOR",2018,24,,,,,,,TRUE
"per Day","PRINTING PRESS OPERATOR",2019,24,,,,,,,TRUE
"per Day","PRINTING PRESS OPERATOR",2020,24,,,,,,,TRUE
"per Day","PRINTING PRESS OPERATOR",2021,23,,,,,,,TRUE
"per Day","PRINTING PRESS OPERATOR",2022,25,,,,,,,TRUE
"per Day","PRINTING PRESS OPERATOR",2023,24,,,,,,,TRUE
"per Day","PRINTING PRESS OPERATOR",2024,23,,,,,,,TRUE
"per Day","PRINTING PRESS OPERATOR",2025,22,,,,,,,TRUE
"per Day","PROFESSOR",2014,95,205.79,270.663935030172,80,10251.45,13483.1517409255,0,FALSE
"per Day","PROFESSOR",2015,89,214.08,280.210255714647,140.72,13417.94,17562.8008154138,0,FALSE
"per Day","PROFESSOR",2016,83,200.7,261.189093883573,173.57,17197.7,22380.9251613429,0,FALSE
"per Day","PROFESSOR",2017,92,218.5,279.425367252576,52.5,14187.78,18143.8244256236,0,FALSE
"per Day","PROFESSOR",2018,84,236.38,297.011791428745,169.64,18710.265,23509.4734146566,0,FALSE
"per Day","PROFESSOR",2019,90,244.405,301.745970826464,160.72,20776.86,25651.4138066959,0,FALSE
"per Day","PROFESSOR",2020,91,288.89,350.471174793081,160,22803.99,27664.9976297887,0,FALSE
"per Day","PROFESSOR",2021,121,295.1,350.76525764339,160,26150.36,31083.1506705097,0,FALSE
"per Day","PROFESSOR",2022,137,284.23,321.611422229251,140,24299.44,27495.2589725727,0,FALSE
"per Day","PROFESSOR",2023,124,281.25,302.252398315399,140,26113.2,28063.20827623,0,FALSE
"per Day","PROFESSOR",2024,126,337.5,350.676194789876,125,23377.83,24290.5139758359,0,FALSE
"per Day","PROFESSOR",2025,136,327.255,327.255,140,26223.28,26223.28,0,FALSE
"per Day","RADIO REPAIR MECHANIC",2014,110,328,431.399828416815,2085.72,85280,112163.955388372,0.981818181818182,FALSE
"per Day","RADIO REPAIR MECHANIC",2015,115,328,429.320645900617,2085.72,85280,111623.36793416,0.947826086956522,FALSE
"per Day","RADIO REPAIR MECHANIC",2016,118,372.88,485.262527789271,2091.42,104922.29,136544.882178822,0.983050847457627,FALSE
"per Day","RADIO REPAIR MECHANIC",2017,125,391.6,500.791642178988,2051.43,102967.7,131678.660813058,0.936,FALSE
"per Day","RADIO REPAIR MECHANIC",2018,131,391.6,492.045932496389,2045.72,101816,127931.942449061,0.954198473282443,FALSE
"per Day","RADIO REPAIR MECHANIC",2019,139,421.68,520.612266435233,2040,106081.21,130969.406100104,0.949640287769784,FALSE
"per Day","RADIO REPAIR MECHANIC",2020,140,421.68,511.56732661825,2080,109631.1,133000.58988147,0.992857142857143,FALSE
"per Day","RADIO REPAIR MECHANIC",2021,137,421.68,501.222276662368,2080,109636.8,130317.791932216,0.985401459854015,FALSE
"per Day","RADIO REPAIR MECHANIC",2022,124,421.68,477.138600871233,2080,109636.8,124056.03622652,0.991935483870968,FALSE
"per Day","RADIO REPAIR MECHANIC",2023,110,421.68,453.169035810266,2080,109636.8,117823.949310669,0.990909090909091,FALSE
"per Day","RADIO REPAIR MECHANIC",2024,122,421.68,438.1426305748,2080,109636.8,113917.083949448,0.983606557377049,FALSE
"per Day","RADIO REPAIR MECHANIC",2025,115,474.64,474.64,2080,140891.58,140891.58,1,FALSE
"per Day","RIGGER",2014,7,,,,,,,TRUE
"per Day","RIGGER",2015,7,,,,,,,TRUE
"per Day","RIGGER",2016,7,,,,,,,TRUE
"per Day","RIGGER",2017,7,,,,,,,TRUE
"per Day","RIGGER",2018,7,,,,,,,TRUE
"per Day","RIGGER",2019,6,,,,,,,TRUE
"per Day","RIGGER",2020,5,,,,,,,TRUE
"per Day","RIGGER",2021,5,,,,,,,TRUE
"per Day","RIGGER",2022,4,,,,,,,TRUE
"per Day","RIGGER",2023,4,,,,,,,TRUE
"per Day","RIGGER",2024,3,,,,,,,TRUE
"per Day","RIGGER",2025,6,,,,,,,TRUE
"per Day","ROOFER",2014,43,268.87,353.62948739765,1825,69906.2,91943.6667233889,0.953488372093023,FALSE
"per Day","ROOFER",2015,44,268.87,351.925128241765,1825,69906.2,91500.533342859,0.977272727272727,FALSE
"per Day","ROOFER",2016,48,296.73,386.161633423382,1830,82267.865,107062.62638309,0.895833333333333,FALSE
"per Day","ROOFER",2017,49,296.73,379.468600571428,1825,77149.8,98661.8361485713,1,FALSE
"per Day","ROOFER",2018,49,296.73,372.841648492476,1790,77149.8,96938.8286080436,0.918367346938776,FALSE
"per Day","ROOFER",2019,45,296.73,366.347177526387,1825,77149.8,95250.2661568606,0.955555555555556,FALSE
"per Day","ROOFER",2020,48,319.55,387.666807106958,1820,89193.84,108206.82574373,0.916666666666667,FALSE
"per Day","ROOFER",2021,50,319.55,379.827306268876,1820,83083,98755.0996299077,0.94,FALSE
"per Day","ROOFER",2022,50,319.55,361.576645580541,1820,83083,94009.9278509406,1,FALSE
"per Day","ROOFER",2023,53,319.55,343.412458245994,1820,83083,89287.2391439584,0.867924528301887,FALSE
"per Day","ROOFER",2024,52,359.66,373.701333979635,1820,105083.465,109185.984123067,0.923076923076923,FALSE
"per Day","ROOFER",2025,51,371.35,371.35,1820,95515.6,95515.6,0.941176470588235,FALSE
"per Day","RUBBER TIRE REPAIRER",2014,22,,,,,,,TRUE
"per Day","RUBBER TIRE REPAIRER",2015,23,,,,,,,TRUE
"per Day","RUBBER TIRE REPAIRER",2016,21,,,,,,,TRUE
"per Day","RUBBER TIRE REPAIRER",2017,24,,,,,,,TRUE
"per Day","RUBBER TIRE REPAIRER",2018,23,,,,,,,TRUE
"per Day","RUBBER TIRE REPAIRER",2019,26,,,,,,,TRUE
"per Day","RUBBER TIRE REPAIRER",2020,25,,,,,,,TRUE
"per Day","RUBBER TIRE REPAIRER",2021,24,,,,,,,TRUE
"per Day","RUBBER TIRE REPAIRER",2022,17,,,,,,,TRUE
"per Day","RUBBER TIRE REPAIRER",2023,15,,,,,,,TRUE
"per Day","RUBBER TIRE REPAIRER",2024,14,,,,,,,TRUE
"per Day","RUBBER TIRE REPAIRER",2025,15,,,,,,,TRUE
"per Day","SCHOOL MEDICAL INSPECTOR PER SESSION",2024,1,,,,,,,TRUE
"per Day","SCHOOL MEDICAL INSPECTOR PER SESSION",2025,2,,,,,,,TRUE
"per Day","SCHOOL PSYCHOLOGIST",2014,93,315.49,414.946133741528,0,11673.13,15353.0069484365,0,FALSE
"per Day","SCHOOL PSYCHOLOGIST",2015,102,315.49,412.946251753615,0,10612.88,13891.2454160541,0,FALSE
"per Day","SCHOOL PSYCHOLOGIST",2016,86,331.55,431.476054195808,0,8918.695,11606.7058578672,0,FALSE
"per Day","SCHOOL PSYCHOLOGIST",2017,77,343.12,438.793739184,0,14286.46,18270.0198271819,0,FALSE
"per Day","SCHOOL PSYCHOLOGIST",2018,71,343.12,431.130746573445,0,9968.78,12525.7856255142,0,FALSE
"per Day","SCHOOL PSYCHOLOGIST",2019,45,376.73,465.116342093876,0,8838.21,10911.7827246503,0,FALSE
"per Day","SCHOOL PSYCHOLOGIST",2020,51,384.27,466.182832004352,0,8915.09,10815.4732447854,0,FALSE
"per Day","SCHOOL PSYCHOLOGIST",2021,34,384.27,456.755559317606,0,6954.545,8266.39365881921,0,FALSE
"per Day","SCHOOL PSYCHOLOGIST",2022,38,405.69,459.045624614519,0,12982.08,14689.4599876646,0,FALSE
"per Day","SCHOOL PSYCHOLOGIST",2023,49,405.69,435.984979458042,0,14918.51,16032.5526285947,0,FALSE
"per Day","SCHOOL PSYCHOLOGIST",2024,48,417.86,434.173495570067,0,10692.825,11110.2790594194,0,FALSE
"per Day","SCHOOL PSYCHOLOGIST",2025,41,430.4,430.4,0,12578.78,12578.78,0,FALSE
"per Day","SCHOOL SECRETARY PER SESSION",2014,751,20.45,26.896727107085,0,1731.15,2276.88357610905,0,FALSE
"per Day","SCHOOL SECRETARY PER SESSION",2015,868,20.45,26.7670951483769,0,1834.53,2401.22440403677,0,FALSE
"per Day","SCHOOL SECRETARY PER SESSION",2016,965,20.45,26.613437817235,0,2040.4,2655.35738495288,0,FALSE
"per Day","SCHOOL SECRETARY PER SESSION",2017,1047,20.45,26.1521682394288,0,2505.53,3204.15853735628,0,FALSE
"per Day","SCHOOL SECRETARY PER SESSION",2018,1104,20.45,25.6954528078426,0,2433.86,3058.1483995548,0,FALSE
"per Day","SCHOOL SECRETARY PER SESSION",2019,1212,20.45,25.2478676925643,0,2679.575,3308.24230182411,0,FALSE
"per Day","SCHOOL SECRETARY PER SESSION",2020,1326,20.45,24.8092198571031,0,2124.185,2576.98643922545,0,FALSE
"per Day","SCHOOL SECRETARY PER SESSION",2021,1236,20.45,24.3075212429933,0,1872.58,2225.80822147699,0,FALSE
"per Day","SCHOOL SECRETARY PER SESSION",2022,1580,20.45,23.1395474952967,0,3711.56,4199.69774580163,0,FALSE
"per Day","SCHOOL SECRETARY PER SESSION",2023,1589,20.45,21.9771077175108,0,4101.75,4408.04897703178,0,FALSE
"per Day","SCHOOL SECRETARY PER SESSION",2024,1645,20.45,21.2483798028236,0,4113.6,4274.19731818559,0,FALSE
"per Day","SCHOOL SECRETARY PER SESSION",2025,1590,20.45,20.45,0,4907.61,4907.61,0,FALSE
"per Day","SCHOOL SOCIAL WORKER",2014,57,280.2,368.53119488534,0,14197.05,18672.5760183687,0,FALSE
"per Day","SCHOOL SOCIAL WORKER",2015,65,315.49,412.946251753615,0,8666.75,11343.9472800585,0,FALSE
"per Day","SCHOOL SOCIAL WORKER",2016,70,321.83,418.826537541357,0,5886.34,7660.42755800016,0,FALSE
"per Day","SCHOOL SOCIAL WORKER",2017,56,343.12,438.793739184,0,15409.33,19705.9848712409,0,FALSE
"per Day","SCHOOL SOCIAL WORKER",2018,48,343.12,431.130746573445,0,9350.145,11748.4699067963,0,FALSE
"per Day","SCHOOL SOCIAL WORKER",2019,36,358.73,442.893280066191,0,11564.425,14277.6074494173,0,FALSE
"per Day","SCHOOL SOCIAL WORKER",2020,36,376.73,457.035569524031,0,14916.44,18096.0997283759,0,FALSE
"per Day","SCHOOL SOCIAL WORKER",2021,25,,,,,,,TRUE
"per Day","SCHOOL SOCIAL WORKER",2022,32,369.03,417.564166855224,0,18724.68,21187.3164887155,0,FALSE
"per Day","SCHOOL SOCIAL WORKER",2023,36,405.69,435.984979458042,0,13125.295,14105.4289505675,0,FALSE
"per Day","SCHOOL SOCIAL WORKER",2024,40,405.69,421.528371746089,0,15893.155,16513.6329440169,0,FALSE
"per Day","SCHOOL SOCIAL WORKER",2025,44,430.4,430.4,0,14401.315,14401.315,0,FALSE
"per Day","SECRETARY",2014,141,203.19,267.244302243941,0,13243.84,17418.8728767675,0,FALSE
"per Day","SECRETARY",2015,172,203.19,265.956286708983,0,12296.195,16094.5438399998,0,FALSE
"per Day","SECRETARY",2016,182,210.645,274.131423423544,0,11801.555,15358.432769642,0,FALSE
"per Day","SECRETARY",2017,185,215.94,276.151550592775,0,14158.46,18106.3289941918,0,FALSE
"per Day","SECRETARY",2018,201,220.98,277.661670487875,0,13654.01,17156.2821316778,0,FALSE
"per Day","SECRETARY",2019,186,242.64,299.566876133193,0,14022.38,17312.2344730983,0,FALSE
"per Day","SECRETARY",2020,175,247.49,300.246152686281,0,14279,17322.7799677054,0,FALSE
"per Day","SECRETARY",2021,130,247.49,294.174495473272,0,5045.59,5997.34895395768,0,FALSE
"per Day","SECRETARY",2022,137,256.53,290.268367675719,0,14984.65,16955.4044193348,0,FALSE
"per Day","SECRETARY",2023,154,261.28,280.791134691013,0,13650.13,14669.4561060159,0,FALSE
"per Day","SECRETARY",2024,149,261.28,271.480521999108,0,20326.63,21120.19336682,0,FALSE
"per Day","SECRETARY",2025,151,269.12,269.12,0,17305.29,17305.29,0,FALSE
"per Day","SENIOR SEWAGE TREATMENT WORKER",2014,162,308.16,405.305399771115,2085.72,80121.6,105379.40394049,1,FALSE
"per Day","SENIOR SEWAGE TREATMENT WORKER",2015,159,308.16,403.351982441263,2085.72,80121.6,104871.515434728,1,FALSE
"per Day","SENIOR SEWAGE TREATMENT WORKER",2016,165,350.48,456.111378297532,2091.42,98893.06,128698.498917657,1,FALSE
"per Day","SENIOR SEWAGE TREATMENT WORKER",2017,157,368.08,470.713451617063,2085.72,95177.88,121716.769214287,0.993630573248408,FALSE
"per Day","SENIOR SEWAGE TREATMENT WORKER",2018,156,368.08,462.49302051397,2085.72,95700.8,120248.185333632,1,FALSE
"per Day","SENIOR SEWAGE TREATMENT WORKER",2019,167,383.89,473.956182322666,2085.72,99329.26,122633.350341336,1,FALSE
"per Day","SENIOR SEWAGE TREATMENT WORKER",2020,168,396.4,480.898520848687,2080,100891.05,122397.469000684,1,FALSE
"per Day","SENIOR SEWAGE TREATMENT WORKER",2021,154,396.4,471.173663605015,2080,103064,122505.152537304,1,FALSE
"per Day","SENIOR SEWAGE TREATMENT WORKER",2022,163,396.4,448.533820397829,2080,103064,116618.793303436,1,FALSE
"per Day","SENIOR SEWAGE TREATMENT WORKER",2023,164,396.4,426.001246905686,2120,105046,112890.330430007,1,FALSE
"per Day","SENIOR SEWAGE TREATMENT WORKER",2024,156,433.2,450.112378023628,2080,119637.83,124308.559932794,1,FALSE
"per Day","SENIOR SEWAGE TREATMENT WORKER",2025,149,446.16,446.16,2080,115159.21,115159.21,1,FALSE
"per Day","SENIOR STATIONARY ENGINEER",2014,91,436.08,573.551332853673,2085.72,112299.2,147700.779302883,0.967032967032967,FALSE
"per Day","SENIOR STATIONARY ENGINEER",2015,102,436.08,570.787034342504,2085.72,112299.2,146988.917921106,0.970588235294118,FALSE
"per Day","SENIOR STATIONARY ENGINEER",2016,60,420.88,547.729276700141,2091.42,112299.2,146145.123526907,1,FALSE
"per Day","SENIOR STATIONARY ENGINEER",2017,54,420.88,538.235920225466,2085.72,113637.6,145323.698460876,1,FALSE
"per Day","SENIOR SUPERVISOR COMMUNICATION ELECTRICIAN",2014,1,,,,,,,TRUE
"per Day","SENIOR SUPERVISOR COMMUNICATION ELECTRICIAN",2015,1,,,,,,,TRUE
"per Day","SENIOR SUPERVISOR COMMUNICATION ELECTRICIAN",2016,1,,,,,,,TRUE
"per Day","SENIOR SUPERVISOR COMMUNICATION ELECTRICIAN",2017,1,,,,,,,TRUE
"per Day","SENIOR SUPERVISOR COMMUNICATION ELECTRICIAN",2018,2,,,,,,,TRUE
"per Day","SENIOR SUPERVISOR COMMUNICATION ELECTRICIAN",2019,2,,,,,,,TRUE
"per Day","SENIOR SUPERVISOR COMMUNICATION ELECTRICIAN",2020,1,,,,,,,TRUE
"per Day","SENIOR SUPERVISOR COMMUNICATION ELECTRICIAN",2021,1,,,,,,,TRUE
"per Day","SENIOR SUPERVISOR COMMUNICATION ELECTRICIAN",2022,1,,,,,,,TRUE
"per Day","SENIOR SUPERVISOR COMMUNICATION ELECTRICIAN",2023,1,,,,,,,TRUE
"per Day","SEWAGE TREATMENT WORKER",2014,572,279.76,367.95248779844,2085.72,72737.6,95667.6468275943,1,FALSE
"per Day","SEWAGE TREATMENT WORKER",2015,566,279.76,366.179097247429,2085.72,72737.6,95206.5652843315,0.996466431095406,FALSE
"per Day","SEWAGE TREATMENT WORKER",2016,604,318.08,413.946322782695,2091.42,89779.625,116838.360253896,0.950331125827815,FALSE
"per Day","SEWAGE TREATMENT WORKER",2017,601,334.08,427.233074104077,2085.72,86303.54,110367.955879622,0.951747088186356,FALSE
"per Day","SEWAGE TREATMENT WORKER",2018,624,334.08,419.771974280882,2085.72,86860.8,109140.713313029,0.903846153846154,FALSE
"per Day","SEWAGE TREATMENT WORKER",2019,640,348.43,430.176750128126,2085.72,90154.1,111305.564241673,0.8453125,FALSE
"per Day","SEWAGE TREATMENT WORKER",2020,613,359.84,436.545216302199,2080,91586.23,111109.189044167,0.99836867862969,FALSE
"per Day","SEWAGE TREATMENT WORKER",2021,591,359.84,427.717283329032,2080,93558.4,111206.493665548,0.998307952622673,FALSE
"per Day","SEWAGE TREATMENT WORKER",2022,531,359.84,407.165514460027,2080,93558.4,105863.033759607,0.973634651600753,FALSE
"per Day","SEWAGE TREATMENT WORKER",2023,550,359.84,386.711121812669,2120,95357.6,102478.447280357,0.990909090909091,FALSE
"per Day","SEWAGE TREATMENT WORKER",2024,568,393.2,408.55075493742,2080,108232.72,112458.187855876,0.966549295774648,FALSE
"per Day","SEWAGE TREATMENT WORKER",2025,535,404.96,404.96,2080,104525.21,104525.21,1,FALSE
"per Day","SHEET METAL WORKER",2014,31,341.04,448.550602083142,1825,88670.4,116623.156541617,0.967741935483871,FALSE
"per Day","SHEET METAL WORKER",2015,32,341.04,446.388759383983,1825,88670.4,116061.077439836,1,FALSE
"per Day","SHEET METAL WORKER",2016,36,365.54,475.710320768318,1830,98759.45,128524.620119283,1,FALSE
"per Day","SHEET METAL WORKER",2017,38,376.53,481.519604263673,1825,99237.45,126908.287924298,0.973684210526316,FALSE
"per Day","SHEET METAL WORKER",2018,36,376.53,473.110457004252,1790,97897.8,123008.718821106,0.972222222222222,FALSE
"per Day","SHEET METAL WORKER",2019,35,376.53,464.869419182457,1825,97897.8,120866.048987439,0.942857142857143,FALSE
"per Day","SHEET METAL WORKER",2020,36,405.44,491.865530506791,1820,106401.9,129083.038157139,0.916666666666667,FALSE
"per Day","SHEET METAL WORKER",2021,36,405.44,481.918895489448,1820,105414.4,125298.912827256,1,FALSE
"per Day","SHEET METAL WORKER",2022,36,405.44,458.762745060787,1820,105414.4,119278.313715805,0.944444444444444,FALSE
"per Day","SHEET METAL WORKER",2023,36,405.44,435.716310659539,1820,105414.4,113286.24077148,0.916666666666667,FALSE
"per Day","SHEET METAL WORKER",2024,37,443.03,460.326146897064,1820,122362.2,127139.290909979,0.864864864864865,FALSE
"per Day","SHEET METAL WORKER",2025,34,456.33,456.33,1820,117762.3,117762.3,1,FALSE
"per Day","SHIP CARPENTER",2014,6,,,,,,,TRUE
"per Day","SHIP CARPENTER",2015,6,,,,,,,TRUE
"per Day","SHIP CARPENTER",2016,6,,,,,,,TRUE
"per Day","SHIP CARPENTER",2017,6,,,,,,,TRUE
"per Day","SHIP CARPENTER",2018,6,,,,,,,TRUE
"per Day","SHIP CARPENTER",2019,6,,,,,,,TRUE
"per Day","SHIP CARPENTER",2020,5,,,,,,,TRUE
"per Day","SHIP CARPENTER",2021,5,,,,,,,TRUE
"per Day","SHIP CARPENTER",2022,5,,,,,,,TRUE
"per Day","SHIP CARPENTER",2023,5,,,,,,,TRUE
"per Day","SHIP CARPENTER",2024,4,,,,,,,TRUE
"per Day","SHIP CARPENTER",2025,7,,,,,,,TRUE
"per Day","STATIONARY ENGINEER",2014,374,393.68,517.785013570524,2085.72,99809.365,131273.606510339,0.975935828877005,FALSE
"per Day","STATIONARY ENGINEER",2015,370,393.68,515.2894874334,2085.72,98579.93,129031.704940359,0.956756756756757,FALSE
"per Day","STATIONARY ENGINEER",2016,368,476.96,620.711261677673,2091.42,102356.8,133206.177602502,0.932065217391304,FALSE
"per Day","STATIONARY ENGINEER",2017,388,486.72,622.434392444732,2085.72,128897.14,164838.126692479,0.958762886597938,FALSE
"per Day","STATIONARY ENGINEER",2018,401,486.72,611.564341840251,2045.72,126547.2,159006.728878465,0.965087281795511,FALSE
"per Day","STATIONARY ENGINEER",2019,251,486.72,600.911597228602,2085.72,126547.2,156237.015279436,0.964143426294821,FALSE
"per Day","STATIONARY ENGINEER",2020,29,,,,,,,TRUE
"per Day","STEAM FITTER",2014,83,341.88,449.655406521771,1825,88888.8,116910.40569566,0.939759036144578,FALSE
"per Day","STEAM FITTER",2015,90,341.88,447.4882390869,1825,88888.8,116346.942162594,0.966666666666667,FALSE
"per Day","STEAM FITTER",2016,92,385,501.035381889266,1831,127559.94,166005.3071472,0.956521739130435,FALSE
"per Day","STEAM FITTER",2017,87,385,492.351333602938,1825,103950,132934.860072793,0.988505747126437,FALSE
"per Day","STEAM FITTER",2018,93,385,483.75302352173,1790,100100,125775.78611565,0.978494623655914,FALSE
"per Day","STEAM FITTER",2019,86,385,475.32660448104,1825,100100,123584.91716507,0.930232558139535,FALSE
"per Day","STEAM FITTER",2020,103,385,467.068442297539,1820,100100,121437.79499736,0.970873786407767,FALSE
"per Day","STEAM FITTER",2021,98,385,457.623260564911,1820,100100,118982.047746877,0.989795918367347,FALSE
"per Day","STEAM FITTER",2022,85,385,435.634512747639,1820,100100,113264.973314386,0.952941176470588,FALSE
"per Day","STEAM FITTER",2023,95,430.5,462.647671021437,1820,141247.85,151795.560602289,0.936842105263158,FALSE
"per Day","STEAM FITTER",2024,92,430.5,447.306968465309,1820,111930,116299.81180098,0.989130434782609,FALSE
"per Day","STEAM FITTER",2025,97,470.47,470.47,1820,131247.65,131247.65,0.917525773195876,FALSE
"per Day","STEAM FITTER S HELPER",2014,18,,,,,,,TRUE
"per Day","STEAM FITTER S HELPER",2015,15,,,,,,,TRUE
"per Day","STEAM FITTER S HELPER",2016,12,,,,,,,TRUE
"per Day","STEAM FITTER S HELPER",2017,14,,,,,,,TRUE
"per Day","STEAM FITTER S HELPER",2018,15,,,,,,,TRUE
"per Day","STEAM FITTER S HELPER",2019,16,,,,,,,TRUE
"per Day","STEAM FITTER S HELPER",2020,14,,,,,,,TRUE
"per Day","STEAM FITTER S HELPER",2021,13,,,,,,,TRUE
"per Day","STEAM FITTER S HELPER",2022,13,,,,,,,TRUE
"per Day","STEAM FITTER S HELPER",2023,13,,,,,,,TRUE
"per Day","STEAM FITTER S HELPER",2024,13,,,,,,,TRUE
"per Day","STEAM FITTER S HELPER",2025,12,,,,,,,TRUE
"per Day","SUBSTITUTE ED PARA",2014,4865,129.61,170.468694393608,0,7634.03,10040.6074150269,0,FALSE
"per Day","SUBSTITUTE ED PARA",2015,5733,136.21,178.285869445497,0,9735.96,12743.4409623859,0,FALSE
"per Day","SUBSTITUTE ED PARA",2016,6055,140.96,183.444019301587,0,11339.32,14756.8844845834,0,FALSE
"per Day","SUBSTITUTE ED PARA",2017,6746,147.37,188.461859826143,0,13159.31,16828.5813708947,0,FALSE
"per Day","SUBSTITUTE ED PARA",2018,7820,154.77,194.468715455736,0,9505.035,11943.0894024153,0,FALSE
"per Day","SUBSTITUTE ED PARA",2019,8349,157.87,194.908600128368,0,6762.12,8348.61178881384,0,FALSE
"per Day","SUBSTITUTE ED PARA",2020,7963,161.82,196.314325539189,0,12865.51,15607.9836754894,0,FALSE
"per Day","SUBSTITUTE ED PARA",2021,6607,166.67,198.10926971001,0,9158.92,10886.5839835147,0,FALSE
"per Day","SUBSTITUTE ED PARA",2022,12178,166.67,188.590140882205,0,14592.145,16511.2778623842,0,FALSE
"per Day","SUBSTITUTE ED PARA",2023,10405,166.67,179.116114585698,0,13224.93,14212.5042135227,0,FALSE
"per Day","SUBSTITUTE ED PARA",2024,12207,176.82,183.723154852581,0,15343.1,15942.1034793498,0,FALSE
"per Day","SUBSTITUTE ED PARA",2025,13657,182.12,182.12,0,14264.27,14264.27,0,FALSE
"per Day","SUPERVISING COMMUNICATION ELECTRICIAN",2014,8,,,,,,,TRUE
"per Day","SUPERVISING COMMUNICATION ELECTRICIAN",2015,6,,,,,,,TRUE
"per Day","SUPERVISING COMMUNICATION ELECTRICIAN",2016,7,,,,,,,TRUE
"per Day","SUPERVISING COMMUNICATION ELECTRICIAN",2017,7,,,,,,,TRUE
"per Day","SUPERVISING COMMUNICATION ELECTRICIAN",2018,8,,,,,,,TRUE
"per Day","SUPERVISING COMMUNICATION ELECTRICIAN",2019,9,,,,,,,TRUE
"per Day","SUPERVISING COMMUNICATION ELECTRICIAN",2020,9,,,,,,,TRUE
"per Day","SUPERVISING COMMUNICATION ELECTRICIAN",2021,9,,,,,,,TRUE
"per Day","SUPERVISING COMMUNICATION ELECTRICIAN",2022,9,,,,,,,TRUE
"per Day","SUPERVISING COMMUNICATION ELECTRICIAN",2023,9,,,,,,,TRUE
"per Day","SUPERVISING COMMUNICATION ELECTRICIAN",2024,9,,,,,,,TRUE
"per Day","SUPERVISOR",2014,19,,,,,,,TRUE
"per Day","SUPERVISOR",2015,25,,,,,,,TRUE
"per Day","SUPERVISOR",2016,8,,,,,,,TRUE
"per Day","SUPERVISOR",2017,2,,,,,,,TRUE
"per Day","SUPERVISOR",2019,1,,,,,,,TRUE
"per Day","SUPERVISOR",2020,1,,,,,,,TRUE
"per Day","SUPERVISOR",2021,1,,,,,,,TRUE
"per Day","SUPERVISOR",2022,1,,,,,,,TRUE
"per Day","SUPERVISOR",2023,1,,,,,,,TRUE
"per Day","SUPERVISOR",2024,1,,,,,,,TRUE
"per Day","SUPERVISOR",2025,1,,,,,,,TRUE
"per Day","SUPERVISOR BOILER MAKER",2014,1,,,,,,,TRUE
"per Day","SUPERVISOR BOILER MAKER",2015,1,,,,,,,TRUE
"per Day","SUPERVISOR BOILER MAKER",2016,1,,,,,,,TRUE
"per Day","SUPERVISOR BOILER MAKER",2017,1,,,,,,,TRUE
"per Day","SUPERVISOR BOILER MAKER",2018,1,,,,,,,TRUE
"per Day","SUPERVISOR BRICKLAYER",2014,14,,,,,,,TRUE
"per Day","SUPERVISOR BRICKLAYER",2015,18,,,,,,,TRUE
"per Day","SUPERVISOR BRICKLAYER",2016,16,,,,,,,TRUE
"per Day","SUPERVISOR BRICKLAYER",2017,20,,,,,,,TRUE
"per Day","SUPERVISOR BRICKLAYER",2018,19,,,,,,,TRUE
"per Day","SUPERVISOR BRICKLAYER",2019,19,,,,,,,TRUE
