"agency","fiscal_year","n","median_base","median_total_comp","real_median_total","total_ot_paid","mean_ot_paid","median_ot_hours","ot_share_of_pay","pct_with_ot","suppressed"
"ADMIN FOR CHILDREN'S SVCS",2014,5801,49746,59310.01,78007.0979798768,22928935.86,3952.58332356492,6.25,0.0637514049356297,0.531460093087399,FALSE
"ADMIN FOR CHILDREN'S SVCS",2015,5864,51990,65301.065,85472.8518408482,27461706.98,4683.10146316508,13.5,0.0693445662613981,0.635402455661664,FALSE
"ADMIN FOR CHILDREN'S SVCS",2016,5818,53804,64016.245,83310.1396381605,30120536.3799999,5177.12897559299,11.25,0.0778860602086064,0.561533172911653,FALSE
"ADMIN FOR CHILDREN'S SVCS",2017,6212,55564,70021.78,89546.2773097442,45665090.2,7351.10917578879,34.5,0.103366192293084,0.614777849323889,FALSE
"ADMIN FOR CHILDREN'S SVCS",2018,6502,57916,69502.55,87330.0485843383,57295391.7799999,8811.96428483505,60.375,0.123734243645542,0.672869886188865,FALSE
"ADMIN FOR CHILDREN'S SVCS",2019,7017,57838,71107.65,87790.5398107174,57417730.5299999,8182.66075673367,67.75,0.113550663670071,0.702436938862762,FALSE
"ADMIN FOR CHILDREN'S SVCS",2020,6993,60351,69201.42,83952.7258290332,38364992.73,5486.19944658944,46.5,0.0748929322287886,0.668668668668669,FALSE
"ADMIN FOR CHILDREN'S SVCS",2021,6741,60351,68107.32,80954.5294720461,22557974.53,3346.38399792316,3,0.0453136468505975,0.572466993027741,FALSE
"ADMIN FOR CHILDREN'S SVCS",2022,6187,60351,73518.9,83187.9744915388,35884900.6400001,5800.04859220947,16.5,0.073593763241114,0.601099078713431,FALSE
"ADMIN FOR CHILDREN'S SVCS",2023,6087,65970,84513.15,90824.1858726722,48339144.22,7941.37411204206,23.5,0.0931054130392872,0.643009692787909,FALSE
"ADMIN FOR CHILDREN'S SVCS",2024,6353,68000,79608.27,82716.2228071261,48501784.59,7634.4694774123,26.5,0.0903032972971658,0.6151424523847,FALSE
"ADMIN FOR CHILDREN'S SVCS",2025,6341,70156,82494.89,82494.89,47694985.6,7521.68200599273,26.5,0.086104242245739,0.620406875887084,FALSE
"ADMIN TRIALS AND HEARINGS",2014,236,53910,53592.22,70486.8125380372,86563.58,366.794830508475,0,0.00584506005547112,0.14406779661017,FALSE
"ADMIN TRIALS AND HEARINGS",2015,238,59785,60348.62,78990.5747488138,39842.45,167.40525210084,0,0.00239205536217702,0.256302521008403,FALSE
"ADMIN TRIALS AND HEARINGS",2016,234,60251.5,56573.64,73624.4034344568,27246.3,116.437179487179,0,0.00171620908907856,0.106837606837607,FALSE
"ADMIN TRIALS AND HEARINGS",2017,267,61800,59690.28,76333.9973016436,49526.92,185.494082397003,0,0.00271906056486362,0.0674157303370786,FALSE
"ADMIN TRIALS AND HEARINGS",2018,284,61067.5,58308.385,73264.5650400497,62853.98,221.316830985915,0,0.00321250531083968,0.214788732394366,FALSE
"ADMIN TRIALS AND HEARINGS",2019,302,63060,60840.205,75114.2027495594,46050.2,152.484105960265,0,0.00217047490443572,0.16887417218543,FALSE
"ADMIN TRIALS AND HEARINGS",2020,299,64821,63386.56,76898.3424462325,37356.87,124.939364548495,0,0.00166920018806778,0.103678929765886,FALSE
"ADMIN TRIALS AND HEARINGS",2021,278,66950,68464.06,81378.5619966537,96676.53,347.757302158274,0,0.00447837104077437,0.115107913669065,FALSE
"ADMIN TRIALS AND HEARINGS",2022,313,73130,62044.58,70204.5724076154,49232.67,157.292875399361,0,0.00224209686264288,0.111821086261981,FALSE
"ADMIN TRIALS AND HEARINGS",2023,375,86500,71061.89,76368.4504224891,36269.07,96.7175199999999,0,0.00121263402303324,0.12,FALSE
"ADMIN TRIALS AND HEARINGS",2024,413,88732,84712.18,88019.3923992743,97815.12,236.840484261501,0,0.00245965212500338,0.108958837772397,FALSE
"ADMIN TRIALS AND HEARINGS",2025,453,91678,79660.96,79660.96,72230.52,159.449271523179,0,0.00165402034213015,0.0971302428256071,FALSE
"BOARD OF CORRECTION",2015,16,,,,13.78,,,,,TRUE
"BOARD OF CORRECTION",2016,17,,,,158.39,,,,,TRUE
"BOARD OF CORRECTION",2017,21,,,,0,,,,,TRUE
"BOARD OF CORRECTION",2018,28,,,,242.06,,,,,TRUE
"BOARD OF CORRECTION",2019,29,,,,4.85,,,,,TRUE
"BOARD OF CORRECTION",2020,27,,,,0,,,,,TRUE
"BOARD OF CORRECTION",2021,23,,,,101.56,,,,,TRUE
"BOARD OF CORRECTION",2022,23,,,,0,,,,,TRUE
"BOARD OF CORRECTION",2023,28,,,,6.03,,,,,TRUE
"BOARD OF CORRECTION",2024,24,,,,0,,,,,TRUE
"BOARD OF CORRECTION",2025,27,,,,0,,,,,TRUE
"BOARD OF CORRECTIONS",2014,16,,,,148.38,,,,,TRUE
"BOARD OF ELECTION",2014,365,40628,48087.29,63246.4898019196,4103276.88,11241.8544657534,382,0.202650384954313,0.934246575342466,FALSE
"BOARD OF ELECTION",2015,367,43653,50306.54,65846.4519689794,3728540.8,10159.5117166213,261.25,0.168985626181913,0.948228882833787,FALSE
"BOARD OF ELECTION",2016,469,39427,49250.27,64093.8385392194,5191484.46,11069.2632409382,367.25,0.189596827976957,0.959488272921109,FALSE
"BOARD OF ELECTION",2017,511,43070,53806.81,68810.0121049867,6812255.15,13331.2233855186,344.75,0.209495611722595,0.947162426614481,FALSE
"BOARD OF ELECTION",2018,536,44973.5,53679.955,67448.9364513258,5554004.21,10361.9481529851,268.25,0.165016470578854,0.951492537313433,FALSE
"BOARD OF ELECTION",2019,540,46782,64509.17,79643.9603480264,9452492.15,17504.6150925926,417.625,0.238077479942999,0.957407407407407,FALSE
"BOARD OF ELECTION",2020,681,50000,58734.56,71254.699865536,8935407.15,13121.009030837,273,0.196435649306393,0.95007342143906,FALSE
"BOARD OF ELECTION",2021,714,50000,67138.07,79802.4480556759,16135326.43,22598.4964005602,505.5,0.294452714694813,0.96358543417367,FALSE
"BOARD OF ELECTION",2022,704,50000,60521.18,68480.8175589926,10870913.91,15441.6390767045,318.625,0.224388074076427,0.955965909090909,FALSE
"BOARD OF ELECTION",2023,691,50000,62366.15,67023.354350926,10260058.34,14848.1307380608,297.5,0.21098927217347,0.950795947901592,FALSE
"BOARD OF ELECTION",2024,693,56275,78243.95,81298.6389669018,11683092.89,16858.7198989899,263,0.189910571397076,0.963924963924964,FALSE
"BOARD OF ELECTION",2025,695,58796,72899.97,72899.97,12638971.37,18185.5703165468,315.13,0.22001184192443,0.964028776978417,FALSE
"BOROUGH PRESIDENT-BRONX",2014,55,65125,65744.37,86469.8473700354,23270.19,423.094363636363,0,0.00586315931762181,0.0363636363636364,FALSE
"BOROUGH PRESIDENT-BRONX",2015,56,67726,71432.545,93498.3730418443,48389.66,864.101071428571,0,0.0112153410961252,0.0357142857142857,FALSE
"BOROUGH PRESIDENT-BRONX",2016,55,67444,69063.22,89878.225473253,47391.2,861.658181818182,0,0.0115695196455369,0.0545454545454545,FALSE
"BOROUGH PRESIDENT-BRONX",2017,51,70298,74098.25,94759.4083250491,36102.12,707.884705882353,0,0.00868873664704134,0.0588235294117647,FALSE
"BOROUGH PRESIDENT-BRONX",2018,50,71546.5,71864.74,90298.1435314365,42632.79,852.6558,0,0.0115229018051435,0.06,FALSE
"BOROUGH PRESIDENT-BRONX",2019,53,74195,76904.01,94946.8102448725,57072.16,1076.83320754717,0,0.0141281771565864,0.0566037735849057,FALSE
"BOROUGH PRESIDENT-BRONX",2020,51,74656,71004.44,86140.0862000236,29942.17,587.10137254902,0,0.00731561114971482,0.0588235294117647,FALSE
"BOROUGH PRESIDENT-BRONX",2021,48,75932.5,77079.335,91618.9522204547,2645.63,55.1172916666667,0,0.000666809325681392,0.0625,FALSE
"BOROUGH PRESIDENT-BRONX",2022,52,73828,59505.9,67332.0097457396,50628.51,973.625192307692,0,0.0163341153581695,0.0769230769230769,FALSE
"BOROUGH PRESIDENT-BRONX",2023,52,81633,76912.97,82656.460956659,110438.19,2123.81134615385,0,0.0249572914063069,0.0961538461538462,FALSE
"BOROUGH PRESIDENT-BRONX",2024,56,83264,79453.675,82555.5923291008,52823.63,943.279107142857,0,0.0105225682562673,0.107142857142857,FALSE
"BOROUGH PRESIDENT-BRONX",2025,55,85698,81630.47,81630.47,48149.93,875.453272727273,0,0.0102522422335777,0.127272727272727,FALSE
"BOROUGH PRESIDENT-BROOKLYN",2014,57,60000,54911.72,72222.2761770494,15228.28,267.162807017544,0,0.00523560052820558,0.0350877192982456,FALSE
"BOROUGH PRESIDENT-BROOKLYN",2015,59,65000,63900.17,83639.2141998758,28246.54,478.754915254237,0,0.0071313988722062,0.220338983050847,FALSE
"BOROUGH PRESIDENT-BROOKLYN",2016,64,66562.5,60858.47,79200.6409289518,3738.7,58.4171875,0,0.000858778579488212,0.09375,FALSE
"BOROUGH PRESIDENT-BROOKLYN",2017,61,67423,68988.49,88224.8702720856,26758.48,438.663606557377,0,0.00576379999952957,0.459016393442623,FALSE
"BOROUGH PRESIDENT-BROOKLYN",2018,59,68034,65895.96,82798.3633451091,12438.79,210.826949152542,0,0.00288721802151743,0.35593220338983,FALSE
"BOROUGH PRESIDENT-BROOKLYN",2019,60,72747,70926.895,87567.37705645,17318.82,288.647,0,0.00384444947581711,0.233333333333333,FALSE
"BOROUGH PRESIDENT-BROOKLYN",2020,63,73671,71504.44,86746.6685926178,14746.32,234.068571428571,0,0.00299944431343602,0.19047619047619,FALSE
"BOROUGH PRESIDENT-BROOKLYN",2021,63,76271,73214.22,87024.753444459,511.46,8.11841269841269,0,0.000101243921106317,0.0476190476190476,FALSE
"BOROUGH PRESIDENT-BROOKLYN",2022,46,90000,47005.505,53187.585109433,14389.64,312.818260869565,0,0.00614287406987772,0.0652173913043478,FALSE
"BOROUGH PRESIDENT-BROOKLYN",2023,51,80000,107780.75,115829.298416826,2143.42,42.0278431372549,0,0.000414821336313816,0.0392156862745098,FALSE
"BOROUGH PRESIDENT-BROOKLYN",2024,54,76870.5,88166.235,91608.2957,0,0,0,0,0,FALSE
"BOROUGH PRESIDENT-BROOKLYN",2025,60,83761.5,80152.995,80152.995,0,0,0,0,0,FALSE
"BOROUGH PRESIDENT-QUEENS",2014,53,58471,52049.32,68457.5235280851,3650.09,68.8696226415094,0,0.00140064324701038,0.0188679245283019,FALSE
"BOROUGH PRESIDENT-QUEENS",2015,57,57338,59951.36,78470.5993835989,0,0,0,0,0,FALSE
"BOROUGH PRESIDENT-QUEENS",2016,56,59500,58378.895,75973.7453262295,0,0,0,0,0,FALSE
"BOROUGH PRESIDENT-QUEENS",2017,55,60794,63416.98,81099.8303274567,1901.06,34.5647272727273,0,0.000494097870130346,0.0181818181818182,FALSE
"BOROUGH PRESIDENT-QUEENS",2018,55,64139,63014.92,79178.3326674804,0,0,0,0,0,FALSE
"BOROUGH PRESIDENT-QUEENS",2019,58,68396,65125.84,80405.3101069493,1726.07,29.7598275862069,0,0.000428446287755565,0.0344827586206897,FALSE
"BOROUGH PRESIDENT-QUEENS",2020,54,70272,69794.975,84672.8058531057,0,0,0,0,0,FALSE
"BOROUGH PRESIDENT-QUEENS",2021,67,68000,59257.95,70435.886476344,0,0,0,0,0,FALSE
"BOROUGH PRESIDENT-QUEENS",2022,64,70000,64253.395,72703.8868135236,0,0,0,0,0,FALSE
"BOROUGH PRESIDENT-QUEENS",2023,61,75000,82322.93,88470.410769247,0,0,0,0,0,FALSE
"BOROUGH PRESIDENT-QUEENS",2024,61,79237,79260.72,82355.1042545359,0,0,0,0,0,FALSE
"BOROUGH PRESIDENT-QUEENS",2025,63,82064,84671.48,84671.48,0,0,0,0,0,FALSE
"BOROUGH PRESIDENT-STATEN IS",2014,36,60145.5,55976.6,73622.8525468192,0,0,0,0,0,FALSE
"BOROUGH PRESIDENT-STATEN IS",2015,36,60173,62409.895,81688.5866828955,0,0,0,0,0,FALSE
"BOROUGH PRESIDENT-STATEN IS",2016,37,62190,60508.92,78745.7398439144,0,0,0,0,0,FALSE
"BOROUGH PRESIDENT-STATEN IS",2017,41,64056,67091.47,85798.8953970948,0,0,0,0,0,FALSE
"BOROUGH PRESIDENT-STATEN IS",2018,40,62023,64868.67,81507.5720632036,0,0,0,0,0,FALSE
"BOROUGH PRESIDENT-STATEN IS",2019,36,65903.5,65312.455,80635.7077025213,0,0,0,0,0,FALSE
"BOROUGH PRESIDENT-STATEN IS",2020,36,66905.5,68844.625,83519.8746995019,0,0,0,0,0,FALSE
"BOROUGH PRESIDENT-STATEN IS",2021,33,70000,69510.58,82622.4889957352,0,0,0,0,0,FALSE
"BOROUGH PRESIDENT-STATEN IS",2022,29,,,,0,,,,,TRUE
"BOROUGH PRESIDENT-STATEN IS",2023,27,,,,0,,,,,TRUE
"BOROUGH PRESIDENT-STATEN IS",2024,28,,,,0,,,,,TRUE
"BOROUGH PRESIDENT-STATEN IS",2025,27,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #1",2014,2,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #1",2015,2,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #1",2016,2,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #1",2017,2,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #1",2018,2,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #1",2019,2,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #1",2020,2,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #1",2021,1,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #1",2022,1,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #1",2023,2,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #1",2024,2,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #1",2025,3,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #10",2014,2,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #10",2015,2,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #10",2016,2,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #10",2017,2,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #10",2018,3,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #10",2019,3,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #10",2020,3,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #10",2021,3,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #10",2022,3,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #10",2023,3,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #10",2024,3,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #10",2025,3,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #11",2014,1,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #11",2015,1,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #11",2016,2,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #11",2017,2,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #11",2018,2,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #11",2019,3,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #11",2020,3,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #11",2021,3,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #11",2022,3,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #11",2023,3,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #11",2024,3,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #11",2025,3,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #12",2014,2,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #12",2015,2,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #12",2016,3,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #12",2017,2,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #12",2018,2,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #12",2019,2,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #12",2020,2,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #12",2021,2,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #12",2022,2,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #12",2023,2,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #12",2024,2,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #12",2025,2,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #2",2014,3,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #2",2015,3,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #2",2016,2,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #2",2017,3,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #2",2018,3,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #2",2019,2,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #2",2020,2,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #2",2021,2,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #2",2022,2,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #2",2023,2,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #2",2024,2,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #2",2025,2,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #3",2014,2,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #3",2015,2,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #3",2016,2,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #3",2017,2,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #3",2018,2,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #3",2019,2,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #3",2020,2,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #3",2021,1,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #3",2022,1,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #3",2023,1,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #3",2024,2,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #3",2025,2,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #4",2014,3,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #4",2015,3,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #4",2016,3,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #4",2017,3,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #4",2018,3,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #4",2019,3,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #4",2020,3,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #4",2021,3,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #4",2022,3,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #4",2023,2,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #4",2024,3,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #4",2025,2,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #5",2014,3,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #5",2015,3,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #5",2016,2,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #5",2017,1,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #5",2018,2,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #5",2019,3,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #5",2020,2,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #5",2021,2,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #5",2022,2,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #5",2023,2,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #5",2024,2,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #5",2025,2,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #6",2014,2,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #6",2015,2,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #6",2016,2,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #6",2017,2,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #6",2018,2,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #6",2019,2,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #6",2020,2,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #6",2021,2,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #6",2022,1,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #6",2023,2,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #6",2024,2,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #6",2025,3,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #7",2014,3,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #7",2015,3,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #7",2016,3,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #7",2017,3,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #7",2018,3,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #7",2019,3,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #7",2020,3,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #7",2021,3,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #7",2022,3,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #7",2023,1,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #7",2024,3,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #7",2025,3,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #8",2014,3,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #8",2015,2,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #8",2016,3,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #8",2017,3,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #8",2018,3,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #8",2019,3,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #8",2020,3,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #8",2021,3,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #8",2022,3,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #8",2023,2,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #8",2024,2,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #8",2025,2,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #9",2014,2,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #9",2015,1,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #9",2016,2,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #9",2017,1,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #9",2018,3,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #9",2019,3,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #9",2020,3,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #9",2021,3,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #9",2022,3,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #9",2023,3,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #9",2024,3,,,,0,,,,,TRUE
"BRONX COMMUNITY BOARD #9",2025,3,,,,0,,,,,TRUE
"BRONX DA",2014,808,58151,56038.125,73703.7728957318,927193.4,1147.51658415842,0,0.0193356288283147,0.252475247524752,FALSE
"BRONX DISTRICT ATTORNEY",2015,826,63300,62983.74,82439.6949330382,873445.91,1057.44056900726,0,0.0158157782459401,0.299031476997579,FALSE
"BRONX DISTRICT ATTORNEY",2016,840,63300,60656.11,78937.2915266684,855733.49,1018.73034523809,0,0.0164799118519411,0.263095238095238,FALSE
"BRONX DISTRICT ATTORNEY",2017,1003,61200,52744.6,67451.6211697494,1129822.91,1126.44357926221,0,0.0182912910979621,0.294117647058824,FALSE
"BRONX DISTRICT ATTORNEY",2018,999,62937,55272.97,69450.5619650023,743612.75,744.357107107105,0,0.0111062092352896,0.254254254254254,FALSE
"BRONX DISTRICT ATTORNEY",2019,1050,70500,62720.115,77435.1670015853,710620.91,676.78181904762,0,0.00960462366072031,0.257142857142857,FALSE
"BRONX DISTRICT ATTORNEY",2020,1038,67000,65309.075,79230.669943229,482850.38,465.173776493257,0,0.00644929416570648,0.264932562620424,FALSE
"BRONX DISTRICT ATTORNEY",2021,1033,69454,69614.67,82746.2136845462,322293.04,311.997134559535,0,0.00413544866767065,0.23136495643756,FALSE
"BRONX DISTRICT ATTORNEY",2022,959,73579,65864.75,74527.1643467405,587844.45,612.976485922836,0,0.00796506517533122,0.272158498435871,FALSE
"BRONX DISTRICT ATTORNEY",2023,990,73579,82930.6,89123.4586443912,694139.66,701.151171717172,0,0.00768974673275093,0.307070707070707,FALSE
"BRONX DISTRICT ATTORNEY",2024,1019,76068,72770.69,75611.6997375814,712399.87,699.116653581943,0,0.00714494356476035,0.242394504416094,FALSE
"BRONX DISTRICT ATTORNEY",2025,1149,82600,79596.38,79596.38,767179.54,667.693246301131,0,0.00692319047098241,0.234986945169713,FALSE
"BROOKLYN COMMUNITY BOARD #1",2014,2,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #1",2015,2,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #1",2016,2,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #1",2017,2,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #1",2018,2,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #1",2019,3,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #1",2020,3,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #1",2021,3,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #1",2022,3,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #1",2023,2,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #1",2024,2,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #1",2025,2,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #10",2014,2,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #10",2015,2,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #10",2016,2,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #10",2017,2,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #10",2018,2,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #10",2019,2,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #10",2020,2,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #10",2021,2,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #10",2022,2,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #10",2023,2,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #10",2024,2,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #10",2025,2,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #11",2014,2,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #11",2015,2,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #11",2016,2,,,,0,,,,,TRUE
